"Morphotype","Slide.number.info","Z1","Z2","A1","A2","A3","A4","B1","B2","B3","C1","C2","C3","D1","D2","E1","E2","E3","E4","E5","E6","E7","E8","E9","F1","F2","F3","F4","F5","F6","F7","F8","G2","G3","G4","G5","G6","G7","G8","H1","H2","H3","H4","I1","I2","I3","I4","J1","J2","J3","J4","K1","L1","L2","M1","M2","X","Z1.1","Z2.1","A1.1","A2.1","A3.1","A4.1","B1.1","B2.1","B3.1","C1.1","C2.1","C3.1","D1.1","D2.1","E1.1","E2.1","E3.1","E4.1","E5.1","E6.1","E7.1","E8.1","E9.1","F1.1","F2.1","F3.1","F4.1","F5.1","F6.1","F7.1","F8.1","G2.1","G3.1","G4.1","G5.1","G6.1","G7.1","G8.1","H1.1","H2.1","H3.1","H4.1","I1.1","I2.1","I3.1","I4.1","J1.1","J2.1","J3.1","J4.1","K1.1","L1.1","L2.1","M1.1","M2.1","MDS1","MDS2","MDS3"
"Small blade full root",97,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.1.Small","F3.3.Lower","F4.4.(3/4)","F5.1.Straight","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.1.Small","G3.3.Lower","G4.4.(3/4)","G5.1.Straight","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.3.Wide","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,3,4,1,1,1,0,1,3,4,1,1,1,0,1,0,0,0,0,0,0,0,6,3,1,0,1,0,0,2,1,-0.181918375444176,0.0199114147181699,0.0199430040794534
"Thin triangle full straight root",98,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.1.Small","F3.3.Lower","F4.2.(1/3)","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.1.Small","G3.3.Lower","G4.2.(1/3)","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.3.Wide","J3.1.Straight","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,3,2,4,1,1,0,1,3,2,4,1,1,0,1,0,0,0,0,0,0,0,6,3,1,0,1,0,0,1,1,-0.143308664419034,0.0605726845470183,-0.106578888831222
"Extended straight root",99,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.2.Medium","F3.4.Full-length","F4.5.Full-length","F5.1.Straight","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.4.Full-length","G4.5.Full-length","G5.1.Straight","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.2.Medium","J3.1.Straight","J4.3.Extended-tip","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,4,5,1,1,1,0,2,4,5,1,1,1,0,1,0,0,0,0,0,0,0,6,2,1,3,1,0,0,2,1,-0.175770218780615,0.0146015755724647,0.0430707243895861
"Flat extended root",100,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.3.Asymmetrical","F2.3.Large","F3.4.Full-length","F4.5.Full-length","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.4.Full-length","G4.5.Full-length","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.1.Thin","J3.2.Concave","J4.3.Extended-tip","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,3,4,5,4,1,1,0,2,4,5,4,1,1,0,1,0,0,0,0,0,0,0,6,1,2,3,1,0,0,1,1,-0.18116423750358,0.0706716503940771,-0.0306260606131727
"1/2 concave root",101,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.2.Medium","F3.4.Full-length","F4.5.Full-length","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.4.Full-length","G4.5.Full-length","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.4.(1/2)","J2.2.Medium","J3.2.Concave","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,4,5,4,1,1,0,2,4,5,4,1,1,0,1,0,0,0,0,0,0,0,4,2,2,0,1,0,0,1,1,-0.157249134407779,0.00496329005102637,-0.0429436484955255
"1/2 concave root flared blades",103,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.3.Large","F3.3.Lower","F4.3.(1/2)","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.3.Large","G3.3.Lower","G4.3.(1/2)","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.4.(1/2)","J2.1.Thin","J3.2.Concave","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,3,3,4,1,1,0,3,3,3,4,1,1,0,1,0,0,0,0,0,0,0,4,1,2,0,1,0,0,1,1,-0.15073353220936,0.0262192356164341,-0.132302672745066
"Long convex triangle 3/4 concave root",105,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.3.Convex","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.2.Medium","F3.3.Lower","F4.4.(3/4)","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.3.Lower","G4.4.(3/4)","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.5.(3/4)","J2.2.Medium","J3.2.Concave","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,3,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,3,4,4,1,1,0,2,3,4,4,1,1,0,1,0,0,0,0,0,0,0,5,2,2,0,1,0,0,2,1,-0.182984498046145,0.00987289876744235,-0.0887839174466919
"concave root flared blades",106,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.3.Asymmetrical","F2.3.Large","F3.4.Full-length","F4.5.Full-length","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.4.Full-length","G4.5.Full-length","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.6.Full-length","J2.2.Medium","J3.2.Concave","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,3,4,5,4,1,1,0,2,4,5,4,1,1,0,1,0,0,0,0,0,0,0,6,2,2,0,1,0,0,2,1,-0.187715931086034,0.0613370816312293,-0.0143723358973248
"Convex triangle 1/2 convex root",107,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.2.Mid-depth","A3.1.Triangle","A4.3.Convex","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.1.Small","F3.4.Full-length","F4.5.Full-length","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.1.Small","G3.4.Full-length","G4.5.Full-length","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.4.(1/2)","J2.3.Wide","J3.3.Convex","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,2,1,3,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,4,5,4,1,1,0,1,4,5,4,1,1,0,1,0,0,0,0,0,0,0,4,3,3,0,1,0,0,1,1,-0.115993221081779,-0.0282591771325676,-0.0336813463805795
"Funnel triangle 1/2 convex root",108,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.4.Funnel","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.1.Small","F3.4.Full-length","F4.5.Full-length","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.1.Small","G3.4.Full-length","G4.5.Full-length","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.4.(1/2)","J2.3.Wide","J3.3.Convex","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,4,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,4,5,4,1,1,0,1,4,5,4,1,1,0,1,0,0,0,0,0,0,0,4,3,3,0,1,0,0,1,1,-0.164331912447427,-0.0159613848706978,-0.0431776456851743
"Long 1/4 dome root",109,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.3.Large","F3.3.Lower","F4.4.(3/4)","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.3.Large","G3.3.Lower","G4.4.(3/4)","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.2.(1/4)","J2.3.Wide","J3.4.Dome","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,3,4,4,1,1,0,3,3,4,4,1,1,0,1,0,0,0,0,0,0,0,2,3,4,0,1,0,0,1,1,-0.140290787782551,-0.00994061526639623,-0.13414973701886
"1/4 dome straight blades",112,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.2.Mid-depth","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.2.Medium","F3.4.Full-length","F4.5.Full-length","F5.1.Straight","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.2.Medium","G3.4.Full-length","G4.5.Full-length","G5.1.Straight","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.2.(1/4)","J2.3.Wide","J3.4.Dome","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.3.Rim tip",0,1,1,3,2,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,2,4,5,1,1,1,0,2,4,5,1,1,1,0,1,0,0,0,0,0,0,0,2,3,4,0,1,0,0,1,3,-0.12604110909129,-0.119493572038586,0.0307374607276176
"Large blade deep triangle",113,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.2.Mid-depth","A3.1.Triangle","A4.1.Straight","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.3.Large","F3.3.Lower","F4.4.(3/4)","F5.4.Bottom-heavy (flared)","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.3.Large","G3.3.Lower","G4.4.(3/4)","G5.4.Bottom-heavy (flared)","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.2.(1/4)","J2.3.Wide","J3.4.Dome","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.1.Pointed","M2.1.Tip material same as rest of tooth",0,1,1,3,2,1,1,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,3,3,4,4,1,1,0,3,3,4,4,1,1,0,1,0,0,0,0,0,0,0,2,3,4,0,1,0,0,1,1,-0.101984212384754,-0.018573321959574,-0.126151313302414
"1/4 dome root concave triangle",114,"Z1.1.Tooth","Z2.1.No fragmentation - outline good","A1.3.Long","A2.1.Flat","A3.1.Triangle","A4.2.Concave","B1.1.Smooth","B2.0.No modifiers or too broken to code","B3.0.No Modifiers or too broken to code","C1.1.Uncurved","C2.0.Uncurved or too broken to code","C3.0.Uncurved or too broken to code","D1.1.One-part","D2.2.Triangle","E1.1.One cusp/Single point","E2.0.One cusp or too broken to code","E3.0.One cusp or too broken to code","E4.0.One cusp or too broken to code","E5.0.One cusp or too broken to code","E6.0.One cusp or too broken to code","E7.0.One cusp or too broken to code","E8.0.One cusp or too broken to code","E9.0.One cusp or too broken to code","F1.2.Symmetrical","F2.1.Small","F3.3.Lower","F4.4.(3/4)","F5.3.Middle-heavy","F6.1.Straight edge","F7.1.No blade features","F8.0.No blades/features or too broken to code","G2.1.Small","G3.3.Lower","G4.4.(3/4)","G5.3.Middle-heavy","G6.1.Straight edge","G7.1.No blade features","G8.0.No blades/features or too broken to code","H1.1.No barb(s)","H2.0.No barb(s)","H3.0.No barb(s)","H4.0.No barb(s)","I1.0.No barb(s)","I2.0.No barb(s)","I3.0.No barb(s)","I4.0.No barb(s)","J1.2.(1/4)","J2.3.Wide","J3.4.Dome","J4.0.Rootless/no modifiers or too broken to code","K1.1.Flat","L1.0.One-part tooth or too broken to code","L2.0.One-part tooth or too broken to code","M1.2.Rounded/Dome","M2.1.Tip material same as rest of tooth",0,1,1,3,1,1,2,1,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,3,4,3,1,1,0,1,3,4,3,1,1,0,1,0,0,0,0,0,0,0,2,3,4,0,1,0,0,2,1,-0.167972906228282,-0.0943518093889411,-0.103752818357509
